ID,confidence
sub-CH8033a,0.2842723707669438
sub-CH2917,0.2575069673772053
sub-jf130314,0.2158124198124161
sub-ef100097,0.2056512066315365
sub-CH8095a,0.16681465161786
sub-ns110166,0.1550439076186186
